Nightly_Rate,Arrival_Rate,Room_Type_encoded,Purchased_Room_Type_encoded
469.0,609.0,3,1
399.0,399.0,2,1
489.0,649.0,3,0
469.0,299.0,2,0
289.0,369.0,3,0
399.0,399.0,0,0
339.0,469.0,3,0
499.0,569.0,3,0
419.0,389.0,2,0
519.0,349.0,1,3
379.0,449.0,3,1
409.0,549.0,3,0
399.0,509.0,3,0
360.0,360.0,2,2
409.0,439.0,0,1
549.0,379.0,2,3
324.0,360.0,0,2
309.0,289.0,0,2
259.0,499.0,3,0
299.0,429.0,0,3
342.0,468.0,3,0
399.0,469.0,0,0
243.0,243.0,0,0
309.0,309.0,2,2
229.0,429.0,3,0
469.0,629.0,3,0
329.0,329.0,2,2
289.0,329.0,0,2
509.0,509.0,3,3
324.0,324.0,2,0
429.0,469.0,0,0
449.0,539.0,3,2
429.0,529.0,3,0
269.0,329.0,0,1
339.0,469.0,3,0
279.0,479.0,3,1
399.0,299.0,1,2
289.0,289.0,1,0
499.0,499.0,0,0
399.0,539.0,3,0
342.0,342.0,0,0
360.0,396.0,2,1
299.0,339.0,0,2
399.0,629.0,3,0
389.0,559.0,3,0
289.0,449.0,3,2
324.0,324.0,0,0
279.0,299.0,0,0
216.0,216.0,0,0
324.0,297.0,0,2
469.0,429.0,2,0
369.0,369.0,0,0
477.0,396.0,2,3
539.0,499.0,0,3
216.75,279.0,0,2
349.0,419.0,3,0
259.0,509.0,3,2
429.0,429.0,2,0
429.0,429.0,2,0
489.0,539.0,3,0
399.0,429.0,0,2
329.0,329.0,1,0
379.0,419.0,0,2
333.0,306.0,0,3
399.0,499.0,3,0
289.0,289.0,2,2
299.0,329.0,2,0
359.0,359.0,0,0
329.0,399.0,2,3
349.0,349.0,0,2
269.0,299.0,1,0
269.0,269.0,1,0
309.0,289.0,0,0
299.0,329.0,2,1
459.0,459.0,0,0
429.0,429.0,1,1
399.0,439.0,0,2
429.0,529.0,3,0
243.0,243.0,1,2
409.0,379.0,2,0
379.0,549.0,3,1
429.0,609.0,3,0
289.0,269.0,0,0
297.0,297.0,0,0
469.0,469.0,0,0
419.0,359.0,0,0
379.0,349.0,2,0
279.0,249.0,0,0
339.0,339.0,1,0
369.0,529.0,3,0
299.0,299.0,1,0
360.0,423.0,0,0
289.0,289.0,1,0
379.0,399.0,2,0
299.0,299.0,2,0
259.0,399.0,2,2
259.0,259.0,3,3
360.0,333.0,0,3
399.0,499.0,3,2
359.0,559.0,3,0
299.0,299.0,1,2
259.0,259.0,2,2
429.0,469.0,0,0
289.0,459.0,3,0
359.0,429.0,3,2
429.0,629.0,3,1
324.0,477.0,3,2
429.0,469.0,0,2
396.0,567.0,3,2
279.0,279.0,2,2
529.0,329.0,1,3
329.0,299.0,0,2
261.0,261.0,0,2
299.0,379.0,3,0
409.0,559.0,3,0
399.0,559.0,3,0
429.0,429.0,0,0
429.0,429.0,2,0
269.0,339.0,0,3
469.0,439.0,2,0
469.0,469.0,0,0
429.0,469.0,0,2
299.0,299.0,0,2
269.0,289.0,0,1
200.0,369.0,3,2
270.0,243.0,0,2
359.0,329.0,0,2
389.0,289.0,1,3
529.0,329.0,0,3
489.0,489.0,0,0
349.0,349.0,2,2
409.0,549.0,3,0
399.0,609.0,3,2
489.0,289.0,2,2
405.0,405.0,2,0
399.0,529.0,3,0
399.0,399.0,0,2
269.0,299.0,2,0
529.0,429.0,1,3
309.0,329.0,1,0
379.0,549.0,3,1
359.0,289.0,0,0
259.0,529.0,3,0
319.0,449.0,3,0
489.0,449.0,0,0
399.0,399.0,0,1
529.0,429.0,3,3
299.0,299.0,2,2
409.0,409.0,1,2
299.0,299.0,0,0
429.0,509.0,3,3
369.0,329.0,2,0
449.0,499.0,3,3
399.0,399.0,2,0
299.0,369.0,3,2
429.0,429.0,2,2
387.0,387.0,2,0
429.0,439.0,2,0
349.0,349.0,0,0
340.2,360.0,0,0
409.0,409.0,0,0
459.0,639.0,3,0
299.0,299.0,0,2
299.0,339.0,0,2
299.0,299.0,0,0
299.0,499.0,3,0
399.0,399.0,2,1
309.0,349.0,0,0
459.0,459.0,3,3
269.0,369.0,3,0
419.0,359.0,2,0
429.0,609.0,3,0
429.0,429.0,2,0
297.0,450.0,3,0
329.0,299.0,0,2
469.0,469.0,2,2
319.0,359.0,0,2
369.0,499.0,3,0
329.0,269.0,2,2
159.0,289.0,0,0
579.0,579.0,3,3
269.0,289.0,2,0
399.0,429.0,0,2
339.0,299.0,2,0
449.0,559.0,3,3
369.0,399.0,3,0
289.0,369.0,3,0
359.0,399.0,0,0
299.0,299.0,0,0
269.0,299.0,0,2
269.0,369.0,3,0
429.0,639.0,3,2
359.0,359.0,0,1
379.0,349.0,0,2
329.0,329.0,0,0
429.0,399.0,0,0
269.0,329.0,0,0
429.0,469.0,0,0
429.0,469.0,0,1
269.0,299.0,2,0
369.0,369.0,2,2
399.0,499.0,3,3
379.0,379.0,2,2
299.0,299.0,1,0
329.0,329.0,1,2
319.0,289.0,0,0
459.0,459.0,2,0
299.0,299.0,2,2
315.0,315.0,2,0
429.0,399.0,2,0
349.0,349.0,0,0
259.0,429.0,3,3
449.0,429.0,0,0
429.0,459.0,1,2
429.0,429.0,2,2
279.0,299.0,2,1
243.0,243.0,1,0
429.0,429.0,1,1
270.0,297.0,2,1
469.0,429.0,1,0
339.0,309.0,0,1
459.0,499.0,0,2
429.0,629.0,3,1
299.0,439.0,0,2
269.0,269.0,0,0
549.0,379.0,1,3
339.0,369.0,3,0
159.0,499.0,3,0
499.0,399.0,2,3
449.0,449.0,2,2
279.0,279.0,2,0
299.0,299.0,0,2
324.0,324.0,2,2
329.0,329.0,1,0
439.0,439.0,0,0
269.0,469.0,3,0
309.0,309.0,2,0
309.0,539.0,3,0
329.0,529.0,3,0
299.0,299.0,1,2
319.0,329.0,2,1
279.0,279.0,1,0
409.0,409.0,0,0
549.0,379.0,1,3
469.0,529.0,3,0
324.0,324.0,2,2
399.0,399.0,2,2
299.0,299.0,2,0
329.0,369.0,0,0
499.0,299.0,0,3
349.0,269.0,2,0
399.0,509.0,3,1
399.0,429.0,1,0
324.0,324.0,0,2
319.0,279.0,2,0
429.0,529.0,3,0
629.0,469.0,0,3
369.0,299.0,0,0
529.0,429.0,2,3
399.0,599.0,3,0
409.0,479.0,3,2
399.0,439.0,3,0
429.0,429.0,2,2
309.0,399.0,0,2
369.0,299.0,2,3
499.0,369.0,0,3
409.0,409.0,2,2
329.0,349.0,0,0
329.0,329.0,1,0
439.0,499.0,3,0
399.0,609.0,3,1
379.0,359.0,2,0
273.0,273.0,2,2
379.0,409.0,0,0
499.0,369.0,0,3
449.0,539.0,3,1
339.0,339.0,0,2
299.0,469.0,3,2
229.0,359.0,2,0
329.0,329.0,2,2
360.0,360.0,1,0
399.0,399.0,0,2
299.0,299.0,2,2
399.0,429.0,1,0
299.0,429.0,2,0
399.0,399.0,2,2
319.0,349.0,3,0
329.0,399.0,3,1
459.0,309.0,0,3
269.0,469.0,3,0
462.0,462.0,3,3
529.0,359.0,2,3
429.0,629.0,3,0
299.0,479.0,3,1
259.0,399.0,3,0
329.0,499.0,3,0
379.0,359.0,2,0
329.0,399.0,3,2
259.0,329.0,0,2
499.0,599.0,3,3
439.0,439.0,3,3
399.0,629.0,3,0
329.0,429.0,2,0
477.0,423.0,0,3
469.0,629.0,3,0
289.0,369.0,3,0
429.0,659.0,3,2
462.0,579.0,3,3
389.0,319.0,1,3
339.0,299.0,0,0
429.0,399.0,2,0
329.0,329.0,0,0
289.0,459.0,3,2
399.0,439.0,0,1
449.0,449.0,1,0
459.0,459.0,0,0
339.0,329.0,0,0
329.0,359.0,1,0
379.0,379.0,2,0
299.0,339.0,0,2
289.0,379.0,2,0
369.0,569.0,3,0
269.0,439.0,3,0
351.0,429.0,1,0
297.0,297.0,2,2
399.0,399.0,1,0
429.0,469.0,0,1
339.0,339.0,0,0
499.0,499.0,0,0
339.0,339.0,2,0
399.0,429.0,0,0
449.0,449.0,1,1
439.0,339.0,0,3
509.0,399.0,2,3
629.0,629.0,3,3
259.0,289.0,2,2
399.0,399.0,2,1
225.0,289.0,0,2
449.0,359.0,1,3
339.0,369.0,0,0
499.0,669.0,3,0
579.0,409.0,2,3
499.0,329.0,2,3
309.0,309.0,1,0
329.0,399.0,3,1
369.0,499.0,3,0
289.0,269.0,0,2
359.0,459.0,3,1
469.0,289.0,1,3
389.0,459.0,3,1
399.0,329.0,1,0
419.0,389.0,2,0
359.0,459.0,3,2
329.0,359.0,2,1
569.0,519.0,0,3
269.0,369.0,3,2
469.0,429.0,2,0
429.0,429.0,0,0
439.0,499.0,3,0
359.0,359.0,1,0
379.0,379.0,1,1
387.0,360.0,0,2
299.0,279.0,2,0
270.0,306.0,0,2
379.0,379.0,1,2
429.0,529.0,3,0
379.0,379.0,0,0
429.0,429.0,0,2
379.0,549.0,3,2
359.0,359.0,2,0
309.0,289.0,0,0
299.0,369.0,3,0
289.0,289.0,2,2
329.0,329.0,2,2
299.0,299.0,1,2
399.0,399.0,2,2
429.0,429.0,2,0
259.0,429.0,0,2
379.0,379.0,2,2
289.0,289.0,2,2
399.0,509.0,3,0
429.0,429.0,0,0
329.0,359.0,3,0
399.0,399.0,2,1
259.0,399.0,2,2
349.0,349.0,2,2
399.0,399.0,0,0
225.0,225.0,2,2
289.0,289.0,0,0
269.0,289.0,2,1
409.0,409.0,0,1
559.0,429.0,0,3
469.0,649.0,3,0
366.5,379.0,0,2
289.0,459.0,3,2
429.0,429.0,1,2
399.0,399.0,2,2
409.0,559.0,3,0
499.0,369.0,0,3
529.0,359.0,0,3
379.0,379.0,2,2
270.0,297.0,2,0
379.0,449.0,3,0
669.0,499.0,0,3
489.0,369.0,3,2
379.0,449.0,3,0
243.0,270.0,0,0
379.0,549.0,3,0
389.0,389.0,1,1
429.0,469.0,0,0
297.0,360.0,3,2
459.0,539.0,3,0
469.0,429.0,1,0
259.0,359.0,1,3
299.0,339.0,0,2
429.0,609.0,3,0
359.0,489.0,3,0
229.0,429.0,3,1
349.0,269.0,0,2
279.0,339.0,0,0
399.0,359.0,0,0
379.0,379.0,1,0
429.0,429.0,2,0
297.0,324.0,0,1
269.0,299.0,2,0
269.0,329.0,0,0
469.0,299.0,2,0
389.0,419.0,0,1
329.0,329.0,2,2
399.0,529.0,3,0
429.0,439.0,2,1
349.0,449.0,3,0
333.0,360.0,2,0
324.0,324.0,2,2
429.0,429.0,2,0
359.0,429.0,3,2
399.0,439.0,0,0
289.0,289.0,2,0
529.0,509.0,0,1
319.0,299.0,1,0
309.0,309.0,2,2
289.0,459.0,3,0
339.0,339.0,0,0
289.0,289.0,1,1
399.0,399.0,2,0
289.0,259.0,0,2
429.0,429.0,0,0
399.0,509.0,3,1
299.0,329.0,2,0
449.0,479.0,0,0
399.0,429.0,0,2
329.0,359.0,2,0
289.0,289.0,2,0
479.0,479.0,3,3
339.0,369.0,3,0
469.0,429.0,2,0
299.0,299.0,2,2
269.0,289.0,0,0
399.0,429.0,0,2
216.0,216.0,0,0
489.0,649.0,3,0
259.0,469.0,0,2
339.0,379.0,0,0
261.0,333.0,3,2
329.0,329.0,1,2
399.0,369.0,0,0
289.0,289.0,0,0
459.0,459.0,2,2
349.0,349.0,2,2
399.0,399.0,2,0
459.0,559.0,3,2
399.0,399.0,1,0
405.0,378.0,0,0
229.0,329.0,0,1
299.0,369.0,3,0
429.0,429.0,2,2
299.0,339.0,0,2
429.0,629.0,3,2
399.0,439.0,0,0
369.0,329.0,2,0
469.0,629.0,3,0
369.0,369.0,2,2
399.0,429.0,1,0
297.0,324.0,2,0
477.0,567.0,3,3
329.0,429.0,0,0
399.0,399.0,0,0
429.0,429.0,0,0
429.0,609.0,3,0
299.0,299.0,2,2
399.0,429.0,0,0
299.0,299.0,2,0
429.0,399.0,1,0
299.0,379.0,3,2
379.0,379.0,1,0
399.0,439.0,0,2
379.0,549.0,3,0
299.0,299.0,1,2
269.0,299.0,1,0
399.0,399.0,2,1
333.0,333.0,0,0
429.0,429.0,2,2
269.0,269.0,0,0
299.0,369.0,0,0
469.0,559.0,3,3
629.0,529.0,3,3
329.0,329.0,1,2
439.0,499.0,3,0
429.0,429.0,2,0
319.0,329.0,2,0
429.0,429.0,2,2
549.0,399.0,1,3
299.0,399.0,3,1
382.33,469.0,0,0
329.0,409.0,0,3
199.0,319.0,2,3
315.0,378.0,3,0
379.0,409.0,0,2
329.0,499.0,3,2
399.0,399.0,0,0
469.0,429.0,0,0
259.0,509.0,3,2
419.0,419.0,2,2
429.0,469.0,0,0
309.0,309.0,2,0
329.0,359.0,0,0
429.0,429.0,2,2
289.0,289.0,2,2
269.0,239.0,1,0
449.0,629.0,3,0
269.0,269.0,0,0
429.0,609.0,3,0
409.0,409.0,0,0
429.0,469.0,0,0
299.0,299.0,0,0
299.0,469.0,3,0
439.0,439.0,0,0
429.0,469.0,0,0
324.0,324.0,1,2
329.0,299.0,1,2
399.0,399.0,0,1
289.0,289.0,2,0
489.0,489.0,0,0
299.0,299.0,0,1
299.0,299.0,2,0
299.0,299.0,0,2
429.0,429.0,0,2
365.0,365.0,0,0
297.0,450.0,3,2
469.0,429.0,2,0
409.0,329.0,0,0
297.0,297.0,2,0
299.0,299.0,0,0
269.0,299.0,0,2
399.0,429.0,3,0
409.0,409.0,1,2
359.0,319.0,1,0
429.0,429.0,2,2
469.0,299.0,2,3
269.0,299.0,2,0
409.0,439.0,0,0
399.0,399.0,1,0
409.0,449.0,3,3
270.0,270.0,1,0
229.0,259.0,2,1
289.0,289.0,1,2
365.0,539.0,3,0
315.0,468.0,3,0
243.0,333.0,3,0
243.0,216.0,0,0
279.0,319.0,0,0
399.0,529.0,3,0
429.0,459.0,0,2
389.0,459.0,3,1
269.0,299.0,1,0
369.0,429.0,2,3
339.0,339.0,0,0
289.0,329.0,0,0
299.0,339.0,0,2
261.0,243.0,0,2
429.0,399.0,2,0
439.0,439.0,0,0
399.0,399.0,0,0
329.0,299.0,1,0
289.0,329.0,0,2
259.0,359.0,2,3
399.0,399.0,0,0
369.0,369.0,0,0
369.0,369.0,0,0
549.0,379.0,0,3
399.0,429.0,0,2
289.0,289.0,2,2
229.0,459.0,0,0
469.0,429.0,2,0
269.0,269.0,0,0
359.0,429.0,3,0
297.0,297.0,2,0
549.0,339.0,2,3
299.0,449.0,2,2
399.0,499.0,3,0
315.0,315.0,0,2
329.0,399.0,3,0
399.0,329.0,0,0
329.0,369.0,0,2
333.0,333.0,0,0
549.0,379.0,2,3
399.0,399.0,0,2
399.0,399.0,2,2
529.0,469.0,0,3
419.0,379.0,2,0
449.0,489.0,0,0
269.0,299.0,0,2
429.0,429.0,2,0
399.0,499.0,3,2
379.0,549.0,3,2
399.0,599.0,3,2
479.0,449.0,0,0
329.0,329.0,1,0
239.0,269.0,2,0
329.0,399.0,3,0
469.0,509.0,3,0
409.0,349.0,1,0
299.0,469.0,3,0
419.0,359.0,2,0
429.0,429.0,0,0
349.0,299.0,2,2
339.0,299.0,1,0
339.0,399.0,3,0
329.0,369.0,0,1
239.0,439.0,3,0
349.0,349.0,2,2
469.0,469.0,0,0
379.0,409.0,0,0
429.0,529.0,3,0
529.0,479.0,2,1
259.0,319.0,2,0
399.0,399.0,0,0
399.0,499.0,3,0
429.0,629.0,3,2
459.0,459.0,1,2
269.0,299.0,2,3
299.0,429.0,2,3
299.0,299.0,2,2
333.0,270.0,0,3
299.0,299.0,2,2
359.0,589.0,3,0
299.0,299.0,2,2
339.0,319.0,1,0
319.0,389.0,3,0
429.0,429.0,2,0
289.0,289.0,0,0
299.0,299.0,2,2
429.0,359.0,1,3
399.0,439.0,0,0
309.0,399.0,2,2
399.0,369.0,0,0
449.0,479.0,0,0
429.0,469.0,0,0
289.0,309.0,0,0
409.0,459.0,2,0
319.0,319.0,2,2
389.0,389.0,2,1
399.0,429.0,0,1
579.0,479.0,0,3
269.0,439.0,3,0
399.0,439.0,2,0
379.0,549.0,3,1
299.0,429.0,2,0
319.0,319.0,1,2
579.0,679.0,3,3
329.0,499.0,3,2
399.0,499.0,3,1
449.0,679.0,3,0
299.0,299.0,2,0
469.0,629.0,3,0
509.0,399.0,2,3
359.0,329.0,0,0
239.0,299.0,0,0
399.0,399.0,2,2
270.0,306.0,0,2
299.0,329.0,1,0
339.0,339.0,2,2
243.0,261.0,0,1
629.0,469.0,0,3
299.0,359.0,0,0
449.0,469.0,0,2
399.0,399.0,0,0
299.0,299.0,0,0
349.0,499.0,3,2
339.0,469.0,3,0
349.0,349.0,1,0
499.0,459.0,2,0
351.0,459.0,2,0
349.0,349.0,0,0
289.0,469.0,3,2
399.0,399.0,2,0
459.0,459.0,0,2
379.0,379.0,2,0
499.0,499.0,0,0
449.0,559.0,3,3
339.0,339.0,1,2
419.0,359.0,0,0
425.0,269.0,2,3
329.0,359.0,1,0
499.0,599.0,3,3
399.0,629.0,3,0
429.0,429.0,2,1
359.0,289.0,0,0
399.0,399.0,2,0
299.0,289.0,2,0
269.0,339.0,3,0
349.0,349.0,2,2
599.0,399.0,2,3
299.0,299.0,1,0
269.0,299.0,1,0
449.0,399.0,2,3
369.0,299.0,0,0
429.0,399.0,1,0
429.0,459.0,0,0
299.0,379.0,1,0
469.0,299.0,2,3
309.0,389.0,3,2
324.0,360.0,0,0
329.0,299.0,0,2
289.0,289.0,1,0
269.0,299.0,1,2
399.0,469.0,0,0
399.0,439.0,0,2
329.0,419.0,3,0
429.0,469.0,0,0
399.0,399.0,0,2
329.0,399.0,0,0
270.0,270.0,0,0
399.0,399.0,0,2
324.0,360.0,0,0
429.0,469.0,2,0
289.0,289.0,1,0
405.0,405.0,0,0
369.0,329.0,0,0
279.0,309.0,0,1
429.0,429.0,1,0
269.0,469.0,3,0
359.0,359.0,2,1
315.0,315.0,2,2
459.0,518.0,3,0
360.0,396.0,0,2
297.0,297.0,1,0
399.0,399.0,0,0
409.0,379.0,1,0
399.0,609.0,3,2
329.0,299.0,1,0
269.0,299.0,0,2
429.0,539.0,3,2
269.0,339.0,3,0
529.0,359.0,2,3
259.0,259.0,2,2
399.0,429.0,0,2
329.0,359.0,1,1
399.0,429.0,1,0
329.0,329.0,2,2
339.0,309.0,0,0
270.0,297.0,0,1
499.0,669.0,3,0
249.0,309.0,0,0
270.0,450.0,3,0
299.0,339.0,0,0
299.0,679.0,3,2
429.0,629.0,3,0
439.0,409.0,2,1
399.0,509.0,3,1
289.0,289.0,2,0
449.0,449.0,2,0
369.0,399.0,0,0
629.0,429.0,1,3
270.0,270.0,0,0
499.0,399.0,0,3
399.0,359.0,2,0
599.0,399.0,2,3
339.0,339.0,2,0
379.0,379.0,2,1
379.0,379.0,2,2
369.0,369.0,0,0
499.0,669.0,3,0
359.0,529.0,3,0
339.0,299.0,2,0
469.0,469.0,0,0
297.0,333.0,0,2
459.0,459.0,2,0
369.0,369.0,1,2
349.0,349.0,0,0
509.0,289.0,1,3
299.0,429.0,2,0
405.0,405.0,1,0
329.0,399.0,0,1
329.0,329.0,1,2
569.0,379.0,1,3
360.0,477.0,3,0
459.0,459.0,0,0
279.0,279.0,0,1
329.0,369.0,0,2
439.0,269.0,1,3
469.0,469.0,0,0
399.0,439.0,2,0
429.0,429.0,0,0
399.0,399.0,0,0
469.0,529.0,3,0
299.0,299.0,2,2
349.0,519.0,3,0
259.0,259.0,2,2
299.0,299.0,2,2
359.0,559.0,3,2
499.0,569.0,3,0
329.0,329.0,2,2
299.0,379.0,1,0
159.0,329.0,1,0
299.0,299.0,1,0
299.0,329.0,2,0
299.0,469.0,3,2
360.0,360.0,1,1
297.0,297.0,0,2
459.0,459.0,3,3
279.0,289.0,2,0
299.0,279.0,0,1
359.0,399.0,0,0
399.0,399.0,2,0
339.0,369.0,0,2
499.0,569.0,3,0
359.0,459.0,3,0
439.0,399.0,2,0
399.0,349.0,1,0
299.0,339.0,0,0
299.0,299.0,2,0
369.0,329.0,2,0
329.0,329.0,2,0
299.0,369.0,3,2
319.0,289.0,1,2
529.0,469.0,0,3
324.0,387.0,3,2
489.0,309.0,0,2
469.0,469.0,2,2
469.0,629.0,3,0
399.0,439.0,0,1
309.0,389.0,3,0
399.0,399.0,2,0
269.0,289.0,2,0
499.0,329.0,2,3
379.0,379.0,1,0
359.0,399.0,0,2
399.0,629.0,3,0
319.0,489.0,3,0
360.0,396.0,0,2
409.0,559.0,3,0
419.0,479.0,3,0
279.0,309.0,0,2
399.0,439.0,0,0
259.0,529.0,3,2
299.0,299.0,0,2
529.0,429.0,2,3
297.0,387.0,3,0
369.0,289.0,2,0
429.0,529.0,3,0
289.0,359.0,0,0
429.0,429.0,0,0
299.0,469.0,3,2
261.0,423.0,3,2
270.0,333.0,0,0
269.0,489.0,3,0
509.0,399.0,1,3
269.0,269.0,1,0
449.0,449.0,0,0
229.0,499.0,0,0
259.0,289.0,0,2
369.0,329.0,2,0
429.0,469.0,0,1
269.0,289.0,2,1
359.0,399.0,0,0
269.0,289.0,2,0
399.0,399.0,2,0
149.5,339.0,0,0
159.0,329.0,2,0
539.0,439.0,3,3
489.0,319.0,1,3
489.0,489.0,0,0
360.0,387.0,2,1
360.0,333.0,0,2
299.0,299.0,2,2
549.0,409.0,0,3
289.0,289.0,2,0
289.0,289.0,2,0
349.0,289.0,0,0
269.0,339.0,0,0
297.0,360.0,0,1
399.0,399.0,2,0
299.0,299.0,1,0
439.0,399.0,0,0
389.0,389.0,2,0
299.0,299.0,0,2
329.0,369.0,0,2
429.0,439.0,2,1
429.0,429.0,2,1
459.0,429.0,1,0
369.0,269.0,2,3
351.0,351.0,0,0
299.0,299.0,1,0
499.0,669.0,3,0
399.0,609.0,3,0
299.0,399.0,3,0
549.0,379.0,0,3
459.0,309.0,2,3
385.66,399.0,0,2
469.0,629.0,3,0
429.0,629.0,3,0
439.0,599.0,3,0
349.0,349.0,0,0
360.0,423.0,0,1
349.0,549.0,3,0
289.0,289.0,2,2
329.0,329.0,2,0
359.0,329.0,1,0
429.0,469.0,0,2
360.0,387.0,2,0
329.0,329.0,0,0
289.0,279.0,1,2
289.0,369.0,3,2
329.0,299.0,0,0
289.0,449.0,3,0
609.0,509.0,3,3
289.0,269.0,0,2
399.0,399.0,2,0
324.0,477.0,3,2
449.0,399.0,2,3
469.0,529.0,3,0
399.0,369.0,0,0
459.0,559.0,3,2
269.0,309.0,1,0
329.0,399.0,0,0
299.0,329.0,2,0
261.0,423.0,3,2
399.0,399.0,2,2
289.0,349.0,0,2
329.0,329.0,2,2
309.0,379.0,3,2
399.0,529.0,3,0
309.0,309.0,2,0
270.0,270.0,2,2
297.0,297.0,2,2
269.0,299.0,0,0
399.0,399.0,2,0
359.0,399.0,0,0
319.0,499.0,3,2
269.0,239.0,0,0
399.0,599.0,3,0
299.0,299.0,2,0
299.0,499.0,3,2
429.0,429.0,0,0
429.0,429.0,2,0
299.0,379.0,3,2
449.0,399.0,0,3
389.0,389.0,3,3
499.0,499.0,3,3
439.0,399.0,1,0
529.0,529.0,3,3
261.0,243.0,1,2
249.0,279.0,2,0
329.0,499.0,3,2
429.0,429.0,2,0
299.0,369.0,3,2
239.0,279.0,2,0
324.0,477.0,3,2
329.0,369.0,0,2
297.0,270.0,0,0
299.0,339.0,0,0
399.0,399.0,2,2
469.0,629.0,3,0
363.0,299.0,2,0
359.0,329.0,1,2
324.0,324.0,2,2
339.0,409.0,3,2
369.0,299.0,0,0
299.0,339.0,0,2
469.0,469.0,3,0
529.0,629.0,3,3
279.0,279.0,1,1
289.0,289.0,1,2
399.0,599.0,3,1
439.0,429.0,0,2
289.0,329.0,0,0
409.0,379.0,2,0
299.0,339.0,0,0
399.0,429.0,0,2
269.0,269.0,2,2
349.0,279.0,1,3
399.0,509.0,3,0
387.0,387.0,1,2
369.0,369.0,2,0
449.0,449.0,2,1
329.0,299.0,1,2
469.0,469.0,0,0
269.0,269.0,1,0
429.0,429.0,1,2
216.0,216.0,0,0
229.0,259.0,1,0
269.0,299.0,2,0
249.0,299.0,0,3
399.0,429.0,1,0
279.0,339.0,0,1
289.0,359.0,3,2
479.0,309.0,1,3
359.0,359.0,2,2
289.0,269.0,0,0
399.0,429.0,0,2
439.0,399.0,2,0
429.0,429.0,0,0
299.0,369.0,3,0
404.0,549.0,3,2
309.0,309.0,1,0
399.0,529.0,3,0
459.0,459.0,0,0
297.0,297.0,1,2
429.0,429.0,2,0
360.0,450.0,3,2
269.0,269.0,1,0
261.0,333.0,3,0
399.0,439.0,0,2
629.0,429.0,1,3
225.0,289.0,1,2
429.0,429.0,1,0
329.0,329.0,2,2
349.0,349.0,0,0
429.0,429.0,2,0
399.0,399.0,2,0
429.0,429.0,1,0
389.0,389.0,2,1
339.0,269.0,2,0
469.0,629.0,3,0
399.0,399.0,0,0
289.0,289.0,2,2
379.0,549.0,3,1
333.0,333.0,3,3
429.0,429.0,1,2
449.0,449.0,2,0
519.0,399.0,0,0
319.0,289.0,1,0
369.0,539.0,3,1
329.0,329.0,2,2
669.0,669.0,3,3
299.0,329.0,2,1
399.0,399.0,2,2
599.0,599.0,3,3
329.0,329.0,0,1
429.0,429.0,1,0
399.0,429.0,0,0
259.0,329.0,0,2
469.0,469.0,0,0
369.0,429.0,0,0
269.0,299.0,1,2
469.0,429.0,1,0
405.0,612.0,3,0
324.0,297.0,0,2
379.0,379.0,0,0
429.0,429.0,2,0
299.0,329.0,2,0
225.0,369.0,3,2
243.0,243.0,1,1
379.0,409.0,0,0
270.0,270.0,2,2
379.0,449.0,3,2
399.0,429.0,0,0
299.0,379.0,2,0
429.0,429.0,0,0
399.0,299.0,0,2
369.0,369.0,0,0
289.0,289.0,0,2
429.0,459.0,2,0
329.0,439.0,0,3
369.0,399.0,1,0
399.0,399.0,0,0
270.0,270.0,1,2
669.0,469.0,2,3
429.0,529.0,3,1
389.0,559.0,3,1
229.0,259.0,2,0
609.0,399.0,0,3
333.0,333.0,3,3
399.0,329.0,0,0
243.0,396.0,3,2
299.0,369.0,0,0
333.0,243.0,0,3
379.0,379.0,0,0
309.0,309.0,0,0
419.0,359.0,0,0
429.0,399.0,1,0
359.0,359.0,0,1
299.0,399.0,2,3
399.0,599.0,3,0
409.0,379.0,2,0
299.0,329.0,2,0
369.0,399.0,0,2
369.0,369.0,2,1
289.0,289.0,1,0
459.0,659.0,3,0
469.0,469.0,0,0
299.0,399.0,1,3
339.0,369.0,3,0
399.0,429.0,0,1
429.0,439.0,2,0
449.0,449.0,2,0
405.0,405.0,2,2
429.0,639.0,3,2
529.0,439.0,2,3
369.0,539.0,3,2
299.0,299.0,0,0
429.0,429.0,3,3
299.0,469.0,0,0
329.0,429.0,3,0
459.0,359.0,0,3
349.0,599.0,3,0
399.0,439.0,0,0
329.0,289.0,0,0
299.0,299.0,1,0
429.0,429.0,2,1
459.0,459.0,0,0
429.0,429.0,2,0
269.0,289.0,1,0
429.0,469.0,0,2
360.0,450.0,3,2
429.0,629.0,3,2
269.0,299.0,0,1
269.0,269.0,1,0
239.0,239.0,1,1
315.0,288.0,1,2
297.0,297.0,0,0
449.0,539.0,3,0
439.0,439.0,0,0
404.0,315.0,2,0
549.0,379.0,1,3
324.0,387.0,3,2
469.0,529.0,3,0
299.0,369.0,1,3
479.0,449.0,2,0
269.0,339.0,3,0
459.0,459.0,2,0
269.0,299.0,1,0
299.0,299.0,1,0
351.0,469.0,2,0
329.0,329.0,0,0
379.0,409.0,0,2
329.0,359.0,1,0
399.0,329.0,0,0
459.0,459.0,1,0
299.0,349.0,0,0
469.0,429.0,0,0
324.0,360.0,0,2
379.0,379.0,0,0
270.0,270.0,2,2
439.0,599.0,3,0
549.0,449.0,3,3
399.0,399.0,0,0
399.0,399.0,1,1
289.0,289.0,2,2
399.0,399.0,0,2
216.75,249.0,0,2
425.0,299.0,1,3
